"","ISO","WEO.Subject.Code","Country","Subject.Descriptor","Units","Scale","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","Estimates.Start.After"
"6060","PHL","GGXCNL","Philippines","General government net lending/borrowing","National currency","Billions",-18.687,"-3.726",-6.692,10.576,-8.594,-0.349,13.325,10.18,-39.86,-76.577,-121.049,-140.617,-161.268,-164.702,-149.443,-96.134,-3.037,-20.51,1.326,-215.541,-211.83,-30.848,-37.423,26.66,105.541,66.9,-125.779,-124.434,-270.994,-285.693,"-995.094",NA,NA,NA,2022
"6061","PHL","GGXCNL_NGDP","Philippines","General government net lending/borrowing","Percent of GDP","",-1.522,"-0.262",-0.434,0.629,-0.445,-0.016,0.537,0.367,-1.309,-2.288,-3.274,-3.494,-3.707,-3.491,-2.807,-1.625,-0.046,-0.285,0.016,-2.569,-2.254,-0.304,-0.338,0.221,0.799,0.48,-0.831,-0.752,-1.484,-1.464,"-5.543",-6.309,-5.237,-4.193,2022
"6062","PHL","GGSB","Philippines","General government structural balance","National currency","Billions",-25.385,"-6.735",-4.555,15.085,-19.415,-14.214,-16.37,-29.762,-46.464,-95.79,-137.069,-151.268,-171.116,-177.502,-164.969,-111.967,-2.143,-35.055,-12.465,-182.225,-219.213,-26.027,-47.926,26.132,83.185,75.033,-130.088,-136.797,-278.63,-283.348,"-654.34",NA,NA,NA,2022
"6063","PHL","GGSB_NPGDP","Philippines","General government structural balance","Percent of potential GDP","",-2.111,"-0.473",-0.291,0.879,-0.995,-0.652,-0.671,-1.107,-1.515,-2.86,-3.725,-3.745,-3.901,-3.741,-3.119,-1.894,-0.033,-0.492,-0.156,-2.133,-2.342,-0.255,-0.432,0.217,0.629,0.536,-0.861,-0.83,-1.529,-1.451,"-3.334",-5.413,-5.354,-4.288,2022
"6064","PHL","GGXONLB","Philippines","General government primary net lending/borrowing","National currency","Billions",52.413,"60.264",60.708,74.867,87.066,91.464,112.003,111.78,78.833,45.582,31.57,46.884,26.898,62.753,112.942,202.608,298.868,235.452,263.379,50.245,61.353,220.042,240.253,312.108,389.932,340.639,143.629,145.027,30.871,20.75,"-668.611",-874.291,-740.273,-547.307,2022
"6065","PHL","GGXONLB_NGDP","Philippines","General government primary net lending/borrowing","Percent of GDP","",4.269,"4.235",3.938,4.45,4.505,4.202,4.514,4.03,2.588,1.362,0.854,1.165,0.618,1.33,2.121,3.424,4.563,3.271,3.272,0.599,0.653,2.169,2.172,2.59,2.952,2.443,0.949,0.876,0.169,0.106,"-3.725",-4.504,-3.361,-2.228,2022
"6066","PHL","GGXWDN","Philippines","General government net debt","National currency","Billions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"6067","PHL","GGXWDN_NGDP","Philippines","General government net debt","Percent of GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"6068","PHL","GGXWDG","Philippines","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,269.84",NA,NA,NA,2022
"6069","PHL","GGXWDG_NGDP","Philippines","General government gross debt","Percent of GDP","",NA,NA,NA,73.874,63.603,60.849,53.074,56.891,50.773,54.218,59.203,59.471,65.184,71.393,71.082,64.674,57.189,50.168,50.01,49.805,47.587,45.434,45.691,43.797,40.24,39.64,37.343,38.108,37.134,36.967,"51.638",56.999,57.52,56.677,2022
"6070","PHL","NGDP_FY","Philippines","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",NA,"1,422.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17,951.58",NA,NA,NA,2022
"6071","PHL","BCA","Philippines","Current account balance","U.S. dollars","Billions",-2.695,"-1.034",-1,-3.016,-2.95,-1.98,-3.953,-4.351,1.546,-2.875,-2.228,-1.75,-0.282,0.285,1.625,1.99,6.963,8.072,0.144,8.448,7.179,5.643,6.949,11.384,10.756,7.266,-1.199,-2.143,-8.877,-3.047,"11.578",-5.943,-17.832,-11.045,2022
"6072","PHL","BCA_NGDPD","Philippines","Current account balance","Percent of GDP","",-5.336,"-1.997",-1.655,-4.862,-4.032,-2.339,-4.176,-4.623,2.075,-3.357,-2.663,-2.217,-0.334,0.327,1.71,1.853,5.455,5.175,0.08,4.797,3.445,2.409,2.653,4.01,3.616,2.371,-0.376,-0.652,-2.559,-0.809,"3.201",-1.508,-4.411,-2.505,2022
"6073","POL","NGDP_R","Poland","Gross domestic product, constant prices","National currency","Billions",736.82,"685.202",699.131,729.105,767.303,818.925,870.019,931.672,978.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,110.76",NA,NA,NA,2022
"6074","POL","NGDP_RPCH","Poland","Gross domestic product, constant prices","Percent change","",-7.171,"-7.005",2.033,4.287,5.239,6.728,6.239,7.086,4.982,4.524,4.26,1.205,1.443,3.498,4.983,3.507,6.131,7.062,4.2,2.832,2.935,5.042,1.545,0.857,3.837,4.383,2.954,5.14,5.945,4.45,"-2.02",6.848,4.874,0.323,2022
"6075","POL","NGDP","Poland","Gross domestic product, current prices","National currency","Billions",59.096,"85.31",121.163,164.292,236.104,337.886,423.268,516.369,602.086,667,745.845,781.1,812.214,847.152,933.092,990.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,337.67",NA,NA,NA,2022
"6076","POL","NGDPD","Poland","Gross domestic product, current prices","U.S. dollars","Billions",62.206,"80.61",88.888,90.544,103.887,139.363,156.993,157.493,172.389,168.13,171.613,190.805,199.07,217.829,255.292,306.304,344.627,429.021,533.6,439.794,475.697,524.374,495.23,515.762,539.212,476.788,469.65,524.78,588.804,595.968,"599.458",679.524,688.301,748.887,2022
"6077","POL","PPPGDP","Poland","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",254.246,"244.431",255.084,272.325,292.714,318.957,345.062,375.886,399.053,422.985,450.994,466.713,480.828,507.472,547.06,584.001,638.932,702.536,746.08,772.128,804.341,862.452,897.878,925.133,962.318,NA,NA,NA,NA,NA,"1,306.73",NA,NA,NA,2022
"6078","POL","NGDP_D","Poland","Gross domestic product, deflator","Index","",8.02,"12.45",17.33,22.533,30.771,41.26,48.65,55.424,61.558,65.243,69.974,72.409,74.222,74.798,78.476,80.484,81.875,84.919,88.226,91.565,92.997,95.895,98.028,98.243,98.7,100,100.087,101.851,103.103,106.23,"110.75",116.346,129.701,145.001,2022
"6079","POL","NGDPRPC","Poland","Gross domestic product per capita, constant prices","National currency","Units",NA,"17,897.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55,607.61",NA,NA,NA,2022
"6080","POL","NGDPRPPPPC","Poland","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"10,492.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,599.47",NA,NA,NA,2022
"6081","POL","NGDPPC","Poland","Gross domestic product per capita, current prices","National currency","Units",NA,"2,228.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61,585.52",NA,NA,NA,2022
"6082","POL","NGDPDPC","Poland","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,"2,105.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,792.61",NA,NA,NA,2022
"6083","POL","PPPPC","Poland","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,"6,384.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34,425.46",NA,NA,NA,2022
"6084","POL","NGAP_NPGDP","Poland","Output gap in percent of potential GDP","Percent of potential GDP","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"6085","POL","PPPSH","Poland","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.918,"0.834",0.766,0.784,0.801,0.825,0.844,0.869,0.888,0.898,0.893,0.882,0.871,0.866,0.864,0.853,0.86,0.874,0.884,0.913,0.892,0.901,0.891,0.875,0.878,0.911,0.92,0.932,0.954,0.97,"0.98",0.986,1.001,0.977,2022
"6086","POL","PPPEX","Poland","Implied PPP conversion rate","National currency per current international dollar","",0.232,"0.349",0.475,0.603,0.807,1.059,1.227,1.374,1.509,1.577,1.654,1.674,1.689,1.669,1.706,1.696,1.674,1.69,1.723,1.777,1.783,1.801,1.796,1.762,1.767,1.765,1.733,1.737,1.717,1.738,"1.789",1.799,1.874,2.018,2022
"6087","POL","NID_NGDP","Poland","Total investment","Percent of GDP","",25.243,"19.381",14.75,15.134,17.246,18.45,20.579,23.094,24.701,24.895,24.494,20.463,18.409,18.805,20.23,19.888,21.678,25.196,24.649,20.56,20.977,22.453,20.969,19.301,20.975,20.984,20.222,20.021,21.45,20.497,"18.759",21.493,23.983,23.061,2022
"6088","POL","NGSD_NGDP","Poland","Gross national savings","Percent of GDP","",26.867,"16.445",13.336,11.193,20.68,19.292,18.755,19.736,21.009,17.783,18.774,17.614,18.409,18.805,14.248,16.573,17.01,18.495,17.872,16.575,15.814,17.315,16.882,17.351,18.025,19.691,19.198,18.865,19.525,20.251,"21.242",20.097,20.833,20.646,2022
"6089","POL","PCPI","Poland","Inflation, average consumer prices","Index","",11.656,"19.85",28.386,38.406,50.773,64.926,77.846,89.445,100,107.3,118.137,124.635,127.003,127.936,132.463,135.39,137.01,140.397,146.492,152.037,155.975,162.567,168.625,170.509,170.687,169.111,167.965,171.272,174.298,178.208,"184.226",193.666,221.472,247.835,2022
"6090","POL","PCPIPCH","Poland","Inflation, average consumer prices","Percent change","",585.8,"70.3",43,35.3,32.2,27.875,19.9,14.9,11.8,7.3,10.1,5.5,1.9,0.735,3.538,2.21,1.197,2.472,4.342,3.785,2.59,4.226,3.727,1.117,0.105,-0.924,-0.677,1.969,1.766,2.244,"3.377",5.124,14.358,11.904,2022
"6091","POL","PCPIE","Poland","Inflation, end of period consumer prices","Index","",13.654,"21.894",31.622,43.538,56.451,68.644,81.344,92.081,100,109.801,119.134,123.423,124.411,126.526,132.093,133.017,134.88,140.275,144.904,149.976,154.625,161.738,165.619,166.779,165.111,164.285,165.6,169.077,170.937,176.749,"180.991",196.556,229.184,245.595,2022
"6092","POL","PCPIEPCH","Poland","Inflation, end of period consumer prices","Percent change","",86.538,"60.345",44.432,37.683,29.658,21.6,18.5,13.2,8.6,9.801,8.5,3.6,0.8,1.7,4.4,0.7,1.4,4,3.3,3.5,3.1,4.6,2.4,0.7,-1,-0.5,0.8,2.1,1.1,3.4,"2.4",8.6,16.6,7.16,2022
"6093","POL","TM_RPCH","Poland","Volume of imports of goods and services","Percent change","",NA,NA,NA,NA,NA,NA,28.007,21.406,18.571,1.041,15.526,-5.327,2.773,9.331,8.559,6.308,17.865,15.796,9.458,-12.587,14.293,5.12,-0.671,1.807,9.368,5.578,7.718,9.875,7.523,3.192,"-2.412",16.126,5.458,-0.021,2021
"6094","POL","TMG_RPCH","Poland","Volume of Imports of goods","Percent change","",NA,NA,NA,NA,NA,NA,28.007,21.406,18.571,1.041,15.526,-5.327,2.773,9.331,8.559,6.308,17.865,15.796,9.458,-12.587,14.293,5.12,-0.671,1.807,9.368,5.578,7.718,9.875,7.523,3.192,"-2.412",16.126,5.458,-0.021,2021
"6095","POL","TX_RPCH","Poland","Volume of exports of goods and services","Percent change","",NA,NA,NA,NA,NA,NA,11.952,12.246,14.432,-2.515,23.21,3.118,4.824,14.08,4.775,9.97,15.373,10.058,7.051,-5.935,12.458,7.69,3.971,5.068,5.514,6.589,9.005,9.046,6.759,5.337,"-1.088",12.452,4.509,2.267,2021
"6096","POL","TXG_RPCH","Poland","Volume of exports of goods","Percent change","",NA,NA,NA,NA,NA,NA,11.952,12.246,14.432,-2.515,23.21,3.118,4.824,14.08,4.775,9.97,15.373,10.058,7.051,-5.935,12.458,7.69,3.971,5.068,5.514,6.589,9.005,9.046,6.759,5.337,"-1.088",12.452,4.509,2.267,2021
"6097","POL","LUR","Poland","Unemployment rate","Percent of total labor force","",6.3,"11.8",13.6,16.4,11.4,13.341,12.343,11.246,10.576,13.133,16.087,18.242,20.235,19.942,19.276,18.052,14.169,9.944,7.466,8.514,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846,3.279,"3.163",3.362,2.887,3.179,2022
"6098","POL","LE","Poland","Employment","Persons","Millions",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"6099","POL","LP","Poland","Population","Persons","Millions",38.186,"38.286",38.386,38.501,38.581,38.581,38.609,38.639,38.66,38.667,38.263,38.254,38.242,38.219,38.191,38.174,38.157,38.125,38.116,38.136,38.023,38.063,38.064,38.063,38.018,38.006,37.967,37.973,37.977,37.973,"37.958",37.84,37.654,37.609,2022
"6100","POL","GGR","Poland","General government revenue","National currency","Billions",NA,NA,NA,NA,NA,146.019,194.917,215,240.32,268.982,292.148,313.409,328.064,335.3,358.761,399.16,437.526,487.09,521.502,518.099,556.239,612.304,638.897,638.143,667.276,703.862,721.562,791.649,876.006,941.018,"966.017",NA,NA,NA,2021
"6101","POL","GGR_NGDP","Poland","General government revenue","Percent of GDP","",NA,NA,NA,NA,NA,43.055,45.88,41.483,39.767,40.178,39.025,39.975,40.242,39.412,38.469,40.298,40.912,41.018,40.566,37.762,38.779,39.411,39.616,39.147,39.239,39.137,38.936,39.926,41.195,41.12,"41.324",42.302,40.999,41.822,2021
"6102","POL","GGX","Poland","General government total expenditure","National currency","Billions",NA,NA,NA,NA,NA,160.905,215.469,238.866,266.013,284.369,322.045,350.466,367.194,386.435,405.487,438.17,475.378,509.445,567.861,617.599,663.318,690.054,700.438,707.719,729.664,750.623,766.022,821.24,881.199,957.907,"1,127.69",NA,NA,NA,2021
"6103","POL","GGX_NGDP","Poland","General government total expenditure","Percent of GDP","",NA,NA,NA,NA,NA,47.445,50.717,46.087,44.018,42.476,43.019,44.702,45.041,45.423,43.48,44.236,44.451,42.9,44.172,45.014,46.245,44.415,43.432,43.415,42.907,41.737,41.335,41.418,41.439,41.858,"48.24",44.138,44.107,46.287,2021
"6104","POL","GGXCNL","Poland","General government net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,-14.886,-20.552,-23.866,-25.693,-15.387,-29.897,-37.057,-39.129,-51.135,-46.726,-39.011,-37.852,-22.355,-46.359,-99.5,-107.079,-77.75,-61.541,-69.576,-62.388,-46.761,-44.46,-29.591,-5.193,-16.889,"-161.672",-48.184,-95.357,-153.616,2021
"6105","POL","GGXCNL_NGDP","Poland","General government net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,-4.389,-4.837,-4.605,-4.252,-2.298,-3.994,-4.727,-4.8,-6.011,-5.01,-3.938,-3.539,-1.883,-3.606,-7.252,-7.465,-5.004,-3.816,-4.268,-3.669,-2.6,-2.399,-1.492,-0.244,-0.738,"-6.916",-1.836,-3.108,-4.465,2021
"6106","POL","GGSB","Poland","General government structural balance","National currency","Billions",NA,NA,NA,NA,NA,-19.101,-23.923,-29.299,-30.384,-19.364,-29.172,-38.321,-35.659,-48.765,-52.52,-36.293,-52.82,-32.055,-52.61,-97.202,-101.369,-82.147,-56.872,-54.296,-49.519,-40.426,-36.31,-30.285,-20.539,-29.951,"-157.207",-45.958,-116.908,-152.314,2021
"6107","POL","GGSB_NPGDP","Poland","General government structural balance","Percent of potential GDP","",NA,NA,NA,NA,NA,-5.69,-5.627,-5.684,-5.022,-2.877,-3.903,-4.764,-4.323,-5.683,-5.619,-3.626,-4.953,-2.755,-4.137,-7.055,-6.997,-5.325,-3.501,-3.253,-2.87,-2.233,-1.935,-1.532,-0.989,-1.347,"-6.541",-1.76,-3.883,-4.39,2021
"6108","POL","GGXONLB","Poland","General government primary net lending/borrowing","National currency","Billions",NA,NA,NA,NA,NA,4.476,-1.274,-0.482,-1.555,4.287,-7.384,-12.718,-15.77,-26.072,-21.457,-14.619,-12.522,3.506,-19.169,-65.857,-71.054,-37.995,-18.072,-27.934,-28.751,-15.097,-12.654,1.575,25.39,14.536,"-131.196",-19.097,-51.947,-92.599,2021
"6109","POL","GGXONLB_NGDP","Poland","General government primary net lending/borrowing","Percent of GDP","",NA,NA,NA,NA,NA,1.32,-0.3,-0.093,-0.257,0.64,-0.986,-1.622,-1.934,-3.065,-2.301,-1.476,-1.171,0.295,-1.491,-4.8,-4.954,-2.446,-1.121,-1.714,-1.691,-0.839,-0.683,0.079,1.194,0.635,"-5.612",-0.728,-1.693,-2.691,2021
"6110","POL","GGXWDN","Poland","General government net debt","National currency","Billions",NA,NA,NA,NA,NA,151.783,165.466,202.096,212.44,236.829,240.776,251.326,295.375,352.294,368.735,401.113,442.256,440.127,507.008,593.27,689.129,765.756,787.162,851.731,772.257,835.362,887.395,880.777,882.483,879.067,"1,054.49",NA,NA,NA,2021
"6111","POL","GGXWDN_NGDP","Poland","General government net debt","Percent of GDP","",NA,NA,NA,NA,NA,44.755,38.948,38.993,35.153,35.375,32.163,32.057,36.232,41.41,39.539,40.495,41.354,37.063,39.438,43.24,48.044,49.288,48.809,52.249,45.412,46.448,47.884,44.421,41.499,38.413,"45.109",40.812,36.634,37.746,2021
"6112","POL","GGXWDG","Poland","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,165.2,183.294,221.22,233.687,263.392,272.317,291.181,338.665,394.461,420.945,461.625,505.534,528.434,600.811,683.555,774.707,856.58,883.524,931.06,873.909,923.417,NA,NA,NA,NA,"1,336.56",NA,NA,NA,2021
"6113","POL","GGXWDG_NGDP","Poland","General government gross debt","Percent of GDP","",NA,NA,NA,NA,NA,48.711,43.144,42.683,38.669,39.343,36.376,37.14,41.542,46.366,45.137,46.604,47.271,44.499,46.735,49.821,54.01,55.134,54.784,57.116,51.39,51.345,54.501,50.797,48.705,45.701,"57.175",53.755,49.577,50.689,2021
"6114","POL","NGDP_FY","Poland","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",59.316,"85.627",121.613,164.903,236.982,339.143,424.843,518.289,604.325,669.481,748.619,784.005,815.235,850.75,932.589,990.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,337.67",NA,NA,NA,2021
"6115","POL","BCA","Poland","Current account balance","U.S. dollars","Billions",3.067,"-2.146",-3.104,-5.788,0.634,0.854,-3.264,-5.744,-6.901,-12.487,-10.343,-5.946,-5.544,-5.473,-15.271,-10.153,-16.09,-28.745,-36.164,-17.527,-24.559,-26.941,-20.236,-10.056,-15.904,-6.162,-4.812,-6.066,-11.338,-1.464,"14.882",-9.491,-21.686,-18.084,2021
"6116","POL","BCA_NGDPD","Poland","Current account balance","Percent of GDP","",4.93,"-2.662",-3.492,-6.392,0.61,0.613,-2.079,-3.647,-4.003,-7.427,-6.027,-3.116,-2.785,-2.513,-5.982,-3.315,-4.669,-6.7,-6.777,-3.985,-5.163,-5.138,-4.086,-1.95,-2.949,-1.292,-1.025,-1.156,-1.926,-0.246,"2.483",-1.397,-3.151,-2.415,2021
"6117","PRT","NGDP_R","Portugal","Gross domestic product, constant prices","National currency","Billions",132.02,"136.469",140.74,139.773,141.854,145.127,150.213,156.824,164.364,170.785,177.302,180.748,182.142,180.447,183.675,185.111,188.119,192.834,193.45,187.41,190.667,187.433,179.828,178.169,179.58,182.798,186.49,193.029,198.529,203.855,"186.934",197.22,210.486,212.598,2022
"6118","PRT","NGDP_RPCH","Portugal","Gross domestic product, constant prices","Percent change","",7.859,"3.37",3.13,-0.687,1.489,2.307,3.504,4.401,4.808,3.907,3.816,1.944,0.771,-0.931,1.789,0.782,1.625,2.507,0.319,-3.122,1.738,-1.696,-4.057,-0.923,0.792,1.792,2.019,3.506,2.849,2.683,"-8.301",5.503,6.726,1.004,2022
"6119","PRT","NGDP","Portugal","Gross domestic product, current prices","National currency","Billions",56.351,"64.616",72.644,75.973,82.371,89.029,94.352,102.331,111.353,119.603,128.415,135.775,142.554,146.068,152.248,158.553,166.26,175.483,179.103,175.416,179.611,176.096,168.296,170.492,173.054,179.713,186.49,195.947,205.184,214.375,"200.519",214.741,239.479,251.894,2022
"6120","PRT","NGDPD","Portugal","Gross domestic product, current prices","U.S. dollars","Billions",79.439,"89.904",108.119,95.139,99.692,118.182,122.655,117.211,124.124,127.597,118.658,121.605,134.7,165.185,189.296,197.363,208.767,240.524,263.388,244.402,238.308,245.075,216.361,226.437,229.961,199.414,206.369,221.28,242.423,240.013,"228.849",254.152,252.381,267.721,2022
"6121","PRT","PPPGDP","Portugal","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",129.037,"137.896",145.453,147.877,153.285,160.11,168.755,179.22,189.951,200.152,212.498,221.509,226.696,229.019,239.373,248.81,260.655,274.409,280.564,273.547,281.646,282.621,277.992,292.135,298.952,307.312,326.331,340.796,358.933,375.173,"348.521",384.217,438.787,460.13,2022
"6122","PRT","NGDP_D","Portugal","Gross domestic product, deflator","Index","",42.684,"47.349",51.616,54.354,58.068,61.345,62.812,65.252,67.748,70.032,72.427,75.118,78.266,80.948,82.89,85.653,88.381,91.002,92.584,93.6,94.202,93.952,93.587,95.692,96.366,98.312,100,101.512,103.352,105.16,"107.267",108.884,113.774,118.483,2022
"6123","PRT","NGDPRPC","Portugal","Gross domestic product per capita, constant prices","National currency","Units",NA,"13,701.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,154.01",NA,NA,NA,2022
"6124","PRT","NGDPRPPPPC","Portugal","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,"24,189.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,051.28",NA,NA,NA,2022
"6125","PRT","NGDPPC","Portugal","Gross domestic product per capita, current prices","National currency","Units",NA,"6,487.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,473.34",NA,NA,NA,2022
"6126","PRT","NGDPDPC","Portugal","Gross domestic product per capita, current prices","U.S. dollars","Units",NA,"9,026.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22,224.57",NA,NA,NA,2022
"6127","PRT","PPPPC","Portugal","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,"13,844.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33,846.56",NA,NA,NA,2022
"6128","PRT","NGAP_NPGDP","Portugal","Output gap in percent of potential GDP","Percent of potential GDP","",5.325,"4.865",4.369,0.212,-1.54,-2.387,-1.558,NA,1.904,2.977,4.098,3.574,2.219,-0.475,-0.134,-0.648,-0.192,1.264,0.712,-2.982,-1.579,-3.406,-7.227,-7.8,-6.833,-5.141,-3.577,-1.086,0.327,1.397,"-4.757",-2.488,1.469,0.723,2022
"6129","PRT","PPPSH","Portugal","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.466,"0.47",0.437,0.426,0.42,0.414,0.413,0.414,0.423,0.425,0.421,0.419,0.411,0.391,0.378,0.364,0.351,0.341,0.332,0.323,0.312,0.295,0.276,0.276,0.273,0.275,0.281,0.278,0.277,0.276,"0.261",0.26,0.268,0.264,2022
"6130","PRT","PPPEX","Portugal","Implied PPP conversion rate","National currency per current international dollar","",0.437,"0.469",0.499,0.514,0.537,0.556,0.559,0.571,0.586,0.598,0.604,0.613,0.629,0.638,0.636,0.637,0.638,0.639,0.638,0.641,0.638,0.623,0.605,0.584,0.579,0.585,0.571,0.575,0.572,0.571,"0.575",0.559,0.546,0.547,2022
"6131","PRT","NID_NGDP","Portugal","Total investment","Percent of GDP","",30.433,"27.17",27.24,23.947,24.708,24.193,24.408,26.524,28.317,29.028,28.777,28.158,25.904,23.115,23.824,23.359,22.926,23.1,23.579,20.843,21.126,18.598,15.702,14.632,15.317,15.855,15.833,17.227,18.29,18.493,"19.117",20.613,20.549,20.588,2022
"6132","PRT","NGSD_NGDP","Portugal","Gross national savings","Percent of GDP","",27.974,"24.395",25.101,22.462,20.705,20.268,19.565,19.857,20.334,20.256,17.924,18.039,17.315,16.451,15.595,13.593,12.929,13.395,11.416,10.955,10.738,13.443,13.909,15.666,15.175,15.845,16.475,18.228,18.543,18.625,"17.879",19.851,19.205,19.82,2022
"6133","PRT","PCPI","Portugal","Inflation, average consumer prices","Index","",46.343,"51.639",56.215,59.549,62.509,64.99,66.898,68.163,69.673,71.184,73.181,76.408,79.236,81.801,83.854,85.64,88.248,90.386,92.783,91.945,93.224,96.538,99.218,99.654,99.495,100,100.636,102.202,103.395,103.705,"103.579",104.554,113.026,119.494,2022
"6134","PRT","PCPIPCH","Portugal","Inflation, average consumer prices","Percent change","",13.37,"11.428",8.863,5.93,4.971,3.969,2.936,1.89,2.215,2.17,2.805,4.41,3.701,3.237,2.51,2.13,3.046,2.422,2.652,-0.903,1.391,3.554,2.776,0.44,-0.16,0.508,0.636,1.556,1.168,0.3,"-0.121",0.941,8.103,5.723,2022
"6135","PRT","PCPIE","Portugal","Inflation, end of period consumer prices","Index","",48.759,"53.305",57.595,60.998,63.361,65.51,67.37,68.77,70.71,71.91,74.66,77.58,80.7,82.54,84.66,86.81,89,91.44,92.21,92.08,94.33,97.63,99.67,99.84,99.57,99.86,100.74,102.37,103.02,103.4,"103.1",105.97,116.36,121.92,2022
"6136","PRT","PCPIEPCH","Portugal","Inflation, end of period consumer prices","Percent change","",14.045,"9.323",8.048,5.908,3.873,3.392,2.839,2.078,2.821,1.697,3.824,3.911,4.022,2.28,2.568,2.54,2.523,2.742,0.842,-0.141,2.444,3.498,2.09,0.171,-0.27,0.291,0.881,1.618,0.635,0.369,"-0.29",2.784,9.805,4.778,2022
